RXCUI|GENERIC_RXCUI|TTY|FULL_NAME|RXN_DOSE_FORM|FULL_GENERIC_NAME|BRAND_NAME|DISPLAY_NAME|ROUTE|NEW_DOSE_FORM|STRENGTH|SUPPRESS_FOR|DISPLAY_NAME_SYNONYM|IS_RETIRED|SXDG_RXCUI|SXDG_TTY|SXDG_NAME
1000861|1000859|SBD|Sulfacetamide Sodium 100 MG/ML / Sulfur 40 MG/ML Medicated Liquid Soap [BP Cleansing Wash]|Medicated Liquid Soap|Sulfacetamide Sodium 100 MG/ML / Sulfur 40 MG/ML Medicated Liquid Soap|BP CLEANSING WASH|BP CLEANSING WASH (Soap)|Soap|Medicated Liquid Soap|10-4%||||1296434|SBDG|BP Cleansing Wash Soap Product
1000862||SCD|Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution|Ophthalmic Solution|Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution||Pilocarpine (Ophthalmic)|Ophthalmic|Sol|2%||||1158735|SCDG|Pilocarpine Ophthalmic Product
1000870|1000862|SBD|Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution [Isoptocarpine]|Ophthalmic Solution|Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution|ISOPTOCARPINE|ISOPTOCARPINE (Ophthalmic)|Ophthalmic|Sol|2%||||1167153|SBDG|Isoptocarpine Ophthalmic Product
1000876|1000862|SBD|Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution [Pilocar]|Ophthalmic Solution|Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution|PILOCAR|PILOCAR (Ophthalmic)|Ophthalmic|Sol|2%||||1181235|SBDG|Pilocar Ophthalmic Product
1000884||SCD|Pilocarpine Hydrochloride 30 MG/ML Ophthalmic Solution|Ophthalmic Solution|Pilocarpine Hydrochloride 30 MG/ML Ophthalmic Solution||Pilocarpine (Ophthalmic)|Ophthalmic|Sol|3%||||1158735|SCDG|Pilocarpine Ophthalmic Product
1000895||SCD|Sulfacetamide Sodium 100 MG/ML / Sulfur 20 MG/ML Medicated Liquid Soap|Medicated Liquid Soap|Sulfacetamide Sodium 100 MG/ML / Sulfur 20 MG/ML Medicated Liquid Soap||Sulfacetamide/Sulfur (Soap)|Soap|Medicated Liquid Soap|10-2%||||1294875|SCDG|Sulfacetamide / Sulfur Soap Product
1000897||SCD|Pilocarpine Hydrochloride 40 MG/ML Ophthalmic Solution|Ophthalmic Solution|Pilocarpine Hydrochloride 40 MG/ML Ophthalmic Solution||Pilocarpine (Ophthalmic)|Ophthalmic|Sol|4%||||1158735|SCDG|Pilocarpine Ophthalmic Product
1000903|1000897|SBD|Pilocarpine Hydrochloride 40 MG/ML Ophthalmic Solution [Isoptocarpine]|Ophthalmic Solution|Pilocarpine Hydrochloride 40 MG/ML Ophthalmic Solution|ISOPTOCARPINE|ISOPTOCARPINE (Ophthalmic)|Ophthalmic|Sol|4%||||1167153|SBDG|Isoptocarpine Ophthalmic Product
1000907|1000897|SBD|Pilocarpine Hydrochloride 40 MG/ML Ophthalmic Solution [Pilocar]|Ophthalmic Solution|Pilocarpine Hydrochloride 40 MG/ML Ophthalmic Solution|PILOCAR|PILOCAR (Ophthalmic)|Ophthalmic|Sol|4%||||1181235|SBDG|Pilocar Ophthalmic Product
1000913||SCD|Pilocarpine Hydrochloride 5 MG Oral Tablet|Oral Tablet|Pilocarpine Hydrochloride 5 MG Oral Tablet||Pilocarpine (Oral Pill)|Oral Pill|Tab|5 mg||||1158737|SCDG|Pilocarpine Pill
1000915|1000913|SBD|Pilocarpine Hydrochloride 5 MG Oral Tablet [Salagen]|Oral Tablet|Pilocarpine Hydrochloride 5 MG Oral Tablet|SALAGEN|SALAGEN (Oral Pill)|Oral Pill|Tab|5 mg||||1184766|SBDG|Salagen Pill
1000917||SCD|Pilocarpine Hydrochloride 5 MG/ML Ophthalmic Solution|Ophthalmic Solution|Pilocarpine Hydrochloride 5 MG/ML Ophthalmic Solution||Pilocarpine (Ophthalmic)|Ophthalmic|Sol|0.5%||||1158735|SCDG|Pilocarpine Ophthalmic Product
1000921|1000859|SBD|Sulfacetamide Sodium 100 MG/ML / Sulfur 40 MG/ML Medicated Liquid Soap [Claris]|Medicated Liquid Soap|Sulfacetamide Sodium 100 MG/ML / Sulfur 40 MG/ML Medicated Liquid Soap|CLARIS|CLARIS (Soap)|Soap|Medicated Liquid Soap|10-4%||||1297116|SBDG|Claris Soap Product
1000933||SCD|Pilocarpine Hydrochloride 50 MG/ML Ophthalmic Solution|Ophthalmic Solution|Pilocarpine Hydrochloride 50 MG/ML Ophthalmic Solution||Pilocarpine (Ophthalmic)|Ophthalmic|Sol|5%||||1158735|SCDG|Pilocarpine Ophthalmic Product
1000935|1000933|SBD|Pilocarpine Hydrochloride 50 MG/ML Ophthalmic Solution [Isoptocarpine]|Ophthalmic Solution|Pilocarpine Hydrochloride 50 MG/ML Ophthalmic Solution|ISOPTOCARPINE|ISOPTOCARPINE (Ophthalmic)|Ophthalmic|Sol|5%||||1167153|SBDG|Isoptocarpine Ophthalmic Product
1000939||SCD|Pilocarpine Hydrochloride 60 MG/ML Ophthalmic Solution|Ophthalmic Solution|Pilocarpine Hydrochloride 60 MG/ML Ophthalmic Solution||Pilocarpine (Ophthalmic)|Ophthalmic|Sol|6%||||1158735|SCDG|Pilocarpine Ophthalmic Product
1000946||SCD|Sulfacetamide Sodium 100 MG/ML / Sulfur 40 MG/ML Medicated Pad|Medicated Pad|Sulfacetamide Sodium 100 MG/ML / Sulfur 40 MG/ML Medicated Pad||Sulfacetamide/Sulfur (Topical)|Topical|Medicated Pad|10-4%||||1162333|SCDG|Sulfacetamide / Sulfur Topical Product
1000976|1000946|SBD|Sulfacetamide Sodium 100 MG/ML / Sulfur 40 MG/ML Medicated Pad [Sumaxin]|Medicated Pad|Sulfacetamide Sodium 100 MG/ML / Sulfur 40 MG/ML Medicated Pad|SUMAXIN|SUMAXIN (Topical)|Topical|Medicated Pad|10-4%||||1295888|SBDG|Sumaxin Topical Product
1000978||SCD|Oxymetazoline hydrochloride 0.25 MG/ML Nasal Solution|Nasal Solution|Oxymetazoline hydrochloride 0.25 MG/ML Nasal Solution||Oxymetazoline (Nasal)|Nasal|Sol|0.025%||||1162247|SCDG|Oxymetazoline Nasal Product
1000980|1000978|SBD|Oxymetazoline hydrochloride 0.25 MG/ML Nasal Solution [Afrin]|Nasal Solution|Oxymetazoline hydrochloride 0.25 MG/ML Nasal Solution|AFRIN|AFRIN (Nasal)|Nasal|Sol|0.025%||||1172081|SBDG|Afrin Nasal Product
1000981||SCD|Oxymetazoline hydrochloride 0.25 MG/ML Ophthalmic Solution|Ophthalmic Solution|Oxymetazoline hydrochloride 0.25 MG/ML Ophthalmic Solution||Oxymetazoline (Ophthalmic)|Ophthalmic|Sol|0.025%||||1162248|SCDG|Oxymetazoline Ophthalmic Product
1000985|1000981|SBD|Oxymetazoline hydrochloride 0.25 MG/ML Ophthalmic Solution [Visine L.R.]|Ophthalmic Solution|Oxymetazoline hydrochloride 0.25 MG/ML Ophthalmic Solution|VISINE L.R.|VISINE L.R. (Ophthalmic)|Ophthalmic|Sol|0.025%||||1187001|SBDG|Visine L.R. Ophthalmic Product
1000987||SCD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Solution|Nasal Solution|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Solution||Oxymetazoline (Nasal)|Nasal|Sol|0.05%||||1162247|SCDG|Oxymetazoline Nasal Product
1000990||SCD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray||Oxymetazoline (Nasal)|Nasal|Spray|0.05%||||1162247|SCDG|Oxymetazoline Nasal Product
1000992|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Afrin]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|AFRIN|AFRIN (Nasal)|Nasal|Spray|0.05%||||1172081|SBDG|Afrin Nasal Product
1000994|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Allerest 12 Hour Nasal Spray]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|ALLEREST 12 HOUR NASAL SPRAY|ALLEREST 12 HOUR NASAL SPRAY (Nasal)|Nasal|Spray|0.05%||||1167207|SBDG|Allerest 12 Hour Nasal Spray Nasal Product
1000996|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Dristan 12-Hour Nasal Spray]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|DRISTAN 12-HOUR NASAL SPRAY|DRISTAN 12-HOUR NASAL SPRAY (Nasal)|Nasal|Spray|0.05%||||1176535|SBDG|Dristan 12-Hour Nasal Spray Nasal Product
1001002|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Duramist Plus]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|DURAMIST PLUS|DURAMIST PLUS (Nasal)|Nasal|Spray|0.05%||||1168221|SBDG|Duramist Plus Nasal Product
1001004||SCD|Pilocarpine Hydrochloride 7.5 MG Oral Tablet|Oral Tablet|Pilocarpine Hydrochloride 7.5 MG Oral Tablet||Pilocarpine (Oral Pill)|Oral Pill|Tab|7.5 mg||||1158737|SCDG|Pilocarpine Pill
1001006|1001004|SBD|Pilocarpine Hydrochloride 7.5 MG Oral Tablet [Salagen]|Oral Tablet|Pilocarpine Hydrochloride 7.5 MG Oral Tablet|SALAGEN|SALAGEN (Oral Pill)|Oral Pill|Tab|7.5 mg||||1184766|SBDG|Salagen Pill
1001010|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Duration]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|DURATION|DURATION (Nasal)|Nasal|Spray|0.05%||||1168901|SBDG|Duration Nasal Product
1001020|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Mucinex Nasal Spray]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|MUCINEX NASAL SPRAY|MUCINEX NASAL SPRAY (Nasal)|Nasal|Spray|0.05%||||1183333|SBDG|Mucinex Nasal Spray Nasal Product
1001029|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Nasin]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|NASIN|NASIN (Nasal)|Nasal|Spray|0.05%||||1179816|SBDG|Nasin Nasal Product
1001054|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Neo-Synephrine 12 Hour]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|NEO-SYNEPHRINE 12 HOUR|NEO-SYNEPHRINE 12 HOUR (Nasal)|Nasal|Spray|0.05%||||1181123|SBDG|Neo-Synephrine 12 Hour Nasal Product
1001058|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Nostrilla]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|NOSTRILLA|NOSTRILLA (Nasal)|Nasal|Spray|0.05%||||1177586|SBDG|Nostrilla Nasal Product
1001064|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Sinarest Nasal]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|SINAREST NASAL|SINAREST NASAL (Nasal)|Nasal|Spray|0.05%||||1183155|SBDG|Sinarest Nasal Nasal Product
1001066|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Sinex Long-Acting]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|SINEX LONG-ACTING|SINEX LONG-ACTING (Nasal)|Nasal|Spray|0.05%||||1183189|SBDG|Sinex Long-Acting Nasal Product
1001079||SCD|Epinephrine 10 MG/ML / Pilocarpine Hydrochloride 10 MG/ML Ophthalmic Solution|Ophthalmic Solution|Epinephrine 10 MG/ML / Pilocarpine Hydrochloride 10 MG/ML Ophthalmic Solution||Epinephrine/Pilocarpine (Ophthalmic)|Ophthalmic|Sol|1-1%||||1163882|SCDG|Epinephrine / Pilocarpine Ophthalmic Product
1001081|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Sudafed OM]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|SUDAFED OM|SUDAFED OM (Nasal)|Nasal|Spray|0.05%||||1180815|SBDG|Sudafed OM Nasal Product
1001082||SCD|Epinephrine 10 MG/ML / Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution|Ophthalmic Solution|Epinephrine 10 MG/ML / Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution||Epinephrine/Pilocarpine (Ophthalmic)|Ophthalmic|Sol|1-2%||||1163882|SCDG|Epinephrine / Pilocarpine Ophthalmic Product
1001084|1000990|SBD|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Zicam Sinus Relief]|Nasal Spray|Oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray|ZICAM SINUS RELIEF|ZICAM SINUS RELIEF (Nasal)|Nasal|Spray|0.05%||||1187470|SBDG|Zicam Sinus Relief Nasal Product
1001086||SCD|Epinephrine 10 MG/ML / Pilocarpine Hydrochloride 40 MG/ML Ophthalmic Solution|Ophthalmic Solution|Epinephrine 10 MG/ML / Pilocarpine Hydrochloride 40 MG/ML Ophthalmic Solution||Epinephrine/Pilocarpine (Ophthalmic)|Ophthalmic|Sol|1-4%||||1163882|SCDG|Epinephrine / Pilocarpine Ophthalmic Product
1001089||SCD|Epinephrine 10 MG/ML / Pilocarpine Hydrochloride 60 MG/ML Ophthalmic Solution|Ophthalmic Solution|Epinephrine 10 MG/ML / Pilocarpine Hydrochloride 60 MG/ML Ophthalmic Solution||Epinephrine/Pilocarpine (Ophthalmic)|Ophthalmic|Sol|1-6%||||1163882|SCDG|Epinephrine / Pilocarpine Ophthalmic Product
1001397||SCD|Calcium Carbonate 300 MG / Ergocalciferol 62.5 UNT Oral Tablet|Oral Tablet|Calcium Carbonate 300 MG / Ergocalciferol 62.5 UNT Oral Tablet||Calcium Carbonate/Ergocalciferol (Oral Pill)|Oral Pill|Tab|300-62.5 var units||VITAMIN D; VIT-D||1153290|SCDG|Calcium Carbonate / Ergocalciferol Pill
1001405||SCD|docetaxel 20 MG/ML Injectable Solution|Injectable Solution|docetaxel 20 MG/ML Injectable Solution||DOCEtaxel (Injectable)|Injectable|Sol|20 mg/ml||||1160617|SCDG|docetaxel Injectable Product
1001407|1001405|SBD|docetaxel 20 MG/ML Injectable Solution [Taxotere]|Injectable Solution|docetaxel 20 MG/ML Injectable Solution|TAXOTERE|TAXOTERE (Injectable)|Injectable|Sol|20 mg/ml||||1180259|SBDG|Taxotere Injectable Product
1001409||SCD|Calcium Carbonate 625 MG / Ergocalciferol 125 UNT Oral Tablet|Oral Tablet|Calcium Carbonate 625 MG / Ergocalciferol 125 UNT Oral Tablet||Calcium Carbonate/Ergocalciferol (Oral Pill)|Oral Pill|Tab|625-125 var units||VITAMIN D; VIT-D||1153290|SCDG|Calcium Carbonate / Ergocalciferol Pill
1001411||SCD|Pilocarpine Hydrochloride 15 MG/ML Ophthalmic Solution|Ophthalmic Solution|Pilocarpine Hydrochloride 15 MG/ML Ophthalmic Solution||Pilocarpine (Ophthalmic)|Ophthalmic|Sol|1.5%||||1158735|SCDG|Pilocarpine Ophthalmic Product
1001426||SCD|Castor Oil 788 MG/ML / Peruvian balsam 87 MG/ML / TRYPSIN 0.12 MG/ML Topical Spray|Topical Spray|Castor Oil 788 MG/ML / Peruvian balsam 87 MG/ML / TRYPSIN 0.12 MG/ML Topical Spray||Castor Oil/Peruvian balsam/TRYPSIN (Topical)|Topical|Spray|78.8-8.7-0.012%||||1151755|SCDG|Castor Oil / Peruvian balsam / TRYPSIN Topical Product
1001433||SCD|cabazitaxel 40 MG/ML Injectable Solution|Injectable Solution|cabazitaxel 40 MG/ML Injectable Solution||Cabazitaxel (Injectable)|Injectable|Sol|40 mg/ml||||1164944|SCDG|cabazitaxel Injectable Product
1001437||SCD|Caffeine 50 MG / Magnesium Salicylate 162.5 MG Oral Tablet|Oral Tablet|Caffeine 50 MG / Magnesium Salicylate 162.5 MG Oral Tablet||Caffeine/Magnesium Salicylate (Oral Pill)|Oral Pill|Tab|50-162.5 mg||||1152405|SCDG|Caffeine / Magnesium Salicylate Pill
1001459|1001437|SBD|Caffeine 50 MG / Magnesium Salicylate 162.5 MG Oral Tablet [Diurex]|Oral Tablet|Caffeine 50 MG / Magnesium Salicylate 162.5 MG Oral Tablet|DIUREX|DIUREX (Oral Pill)|Oral Pill|Tab|50-162.5 mg||||1173155|SBDG|Diurex Pill
1001476|198467|SBD|Aspirin 325 MG Enteric Coated Tablet [Ecpirin]|Enteric Coated Tablet|Aspirin 325 MG Enteric Coated Tablet|ECPIRIN|ECPIRIN EC (Oral Pill)|Oral Pill|EC Tab|325 mg||||1172520|SBDG|Ecpirin Pill
1001591||SCD|Fibrinogen 337 MG / Thrombin 123 UNT Transdermal Patch|Transdermal Patch|Fibrinogen 337 MG / Thrombin 123 UNT Transdermal Patch||Fibrinogen/Thrombin (Transdermal)|Transdermal|Patch|337-123 var units||||1295594|SCDG|Fibrinogen / Thrombin Transdermal Product
1001593|1001591|SBD|Fibrinogen 337 MG / Thrombin 123 UNT Transdermal Patch [TachoSil]|Transdermal Patch|Fibrinogen 337 MG / Thrombin 123 UNT Transdermal Patch|TACHOSIL|TACHOSIL (Transdermal)|Transdermal|Patch|337-123 var units||||1296703|SBDG|TachoSil Transdermal Product
1001601||SCD|Fibrinogen 55.5 MG / Thrombin 20.3 UNT Transdermal Patch|Transdermal Patch|Fibrinogen 55.5 MG / Thrombin 20.3 UNT Transdermal Patch||Fibrinogen/Thrombin (Transdermal)|Transdermal|Patch|55.5-20.3 var units||||1295594|SCDG|Fibrinogen / Thrombin Transdermal Product
1001603|1001601|SBD|Fibrinogen 55.5 MG / Thrombin 20.3 UNT Transdermal Patch [TachoSil]|Transdermal Patch|Fibrinogen 55.5 MG / Thrombin 20.3 UNT Transdermal Patch|TACHOSIL|TACHOSIL (Transdermal)|Transdermal|Patch|55.5-20.3 var units||||1296703|SBDG|TachoSil Transdermal Product
1001657||SCD|Vitamin B 12 0.01 MG/ML Oral Solution|Oral Solution|Vitamin B 12 0.01 MG/ML Oral Solution||Vitamin B 12 (Oral Liquid)|Oral Liquid|Sol|0.05 mg/5ml||||1161157|SCDG|Vitamin B 12 Oral Liquid Product
1001659||SCD|Calcium Carbonate 500 MG / Cholecalciferol 200 UNT / Soybean preparation 45 MG Oral Tablet|Oral Tablet|Calcium Carbonate 500 MG / Cholecalciferol 200 UNT / Soybean preparation 45 MG Oral Tablet||Calcium Carbonate/Cholecalciferol/Soybean preparation (Oral Pill)|Oral Pill|Tab|500-200-45 var units||||1153023|SCDG|Calcium Carbonate / Cholecalciferol / Soybean preparation Pill
1001660||SCD|Vitamin B 12 0.12 MG/ML Injectable Solution|Injectable Solution|Vitamin B 12 0.12 MG/ML Injectable Solution||Vitamin B 12 (Injectable)|Injectable|Sol|0.12 mg/ml||||1161153|SCDG|Vitamin B 12 Injectable Product
1001679||SCD|Calcium Carbonate 400 MG / Cholecalciferol 133 UNT / Magnesium Oxide 167 MG Oral Tablet|Oral Tablet|Calcium Carbonate 400 MG / Cholecalciferol 133 UNT / Magnesium Oxide 167 MG Oral Tablet||Calcium Carbonate/Cholecalciferol/Magnesium Oxide (Oral Pill)|Oral Pill|Tab|400-133-167 var units||||1153021|SCDG|Calcium Carbonate / Cholecalciferol / Magnesium Oxide Pill
1001690|1001689|BPCK|{2 (480 ML) (Magnesium Sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack [Suprep Bowel Prep Kit]|Pack|{2 (480 ML) (Magnesium Sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack|SUPREP BOWEL PREP KIT|SUPREP BOWEL PREP KIT (Pack)|Pack|Pack|mixed||||NA|NA|NA
1001691||SCD|Calcium Carbonate 1250 MG / Cholecalciferol 100 UNT / Vitamin K 1 0.04 MG Chewable Tablet|Chewable Tablet|Calcium Carbonate 1250 MG / Cholecalciferol 100 UNT / Vitamin K 1 0.04 MG Chewable Tablet||Calcium Carbonate/Cholecalciferol/Vitamin K 1 (Chewable)|Chewable|Tab|1,250-100-0.04 var units||||1295549|SCDG|Calcium Carbonate / Cholecalciferol / Vitamin K 1 Chewable Product
1001692||SCD|Calcium Carbonate 500 MG / Ergocalciferol 100 MG / Vitamin K 1 0.04 MG Chewable Tablet|Chewable Tablet|Calcium Carbonate 500 MG / Ergocalciferol 100 MG / Vitamin K 1 0.04 MG Chewable Tablet||Calcium Carbonate/Ergocalciferol/Vitamin K 1 (Chewable)|Chewable|Tab|500-100-0.04 mg||VITAMIN D; VIT-D||1295462|SCDG|Calcium Carbonate / Ergocalciferol / Vitamin K 1 Chewable Product
1001714||SCD|Sulfacetamide Sodium 90 MG/ML / Sulfur 40 MG/ML Medicated Liquid Soap|Medicated Liquid Soap|Sulfacetamide Sodium 90 MG/ML / Sulfur 40 MG/ML Medicated Liquid Soap||Sulfacetamide/Sulfur (Soap)|Soap|Medicated Liquid Soap|9-4%||||1294875|SCDG|Sulfacetamide / Sulfur Soap Product
1001718|1001714|SBD|Sulfacetamide Sodium 90 MG/ML / Sulfur 40 MG/ML Medicated Liquid Soap [Zencia Wash]|Medicated Liquid Soap|Sulfacetamide Sodium 90 MG/ML / Sulfur 40 MG/ML Medicated Liquid Soap|ZENCIA WASH|ZENCIA WASH (Soap)|Soap|Medicated Liquid Soap|9-4%||||1296698|SBDG|Zencia Wash Soap Product
1001751||SCD|Calcium Citrate 250 MG / Cholecalciferol 100 UNT Oral Tablet|Oral Tablet|Calcium Citrate 250 MG / Cholecalciferol 100 UNT Oral Tablet||Calcium Citrate/Cholecalciferol (Oral Pill)|Oral Pill|Tab|250-100 var units||||1154452|SCDG|Calcium Citrate / Cholecalciferol Pill
1001758||SCD|Calcium Citrate 1500 MG / Ergocalciferol 200 UNT Oral Tablet|Oral Tablet|Calcium Citrate 1500 MG / Ergocalciferol 200 UNT Oral Tablet||Calcium Citrate/Ergocalciferol (Oral Pill)|Oral Pill|Tab|1,500-200 var units||VITAMIN D; VIT-D||1154458|SCDG|Calcium Citrate / Ergocalciferol Pill
1002300|997653|SBD|nilotinib 150 MG Oral Capsule [Tasigna]|Oral Capsule|nilotinib 150 MG Oral Capsule|TASIGNA|TASIGNA (Oral Pill)|Oral Pill|Cap|150 mg||||1179058|SBDG|Tasigna Pill
1005701|847113|SBD|Calcium Citrate 950 MG / Vitamin D 250 UNT Oral Tablet [Citracal Petites]|Oral Tablet|Calcium Citrate 950 MG / Vitamin D 250 UNT Oral Tablet|CITRACAL PETITES|CITRACAL PETITES (Oral Pill)|Oral Pill|Tab|950-250 var units||||1170927|SBDG|Citracal Petites Pill
1005705|847119|SBD|Calcium Citrate 1500 MG / Vitamin D 250 UNT Oral Tablet [Citracal Maximum + D]|Oral Tablet|Calcium Citrate 1500 MG / Vitamin D 250 UNT Oral Tablet|CITRACAL MAXIMUM + D|CITRACAL MAXIMUM + D (Oral Pill)|Oral Pill|Tab|1,500-250 var units||||1170923|SBDG|Citracal Maximum + D Pill
1005706||SCD|Calcium Citrate 1190 MG / Vitamin D 200 UNT Oral Tablet|Oral Tablet|Calcium Citrate 1190 MG / Vitamin D 200 UNT Oral Tablet||Calcium Citrate/Vitamin D (Oral Pill)|Oral Pill|Tab|1,190-200 var units||||1154466|SCDG|Calcium Citrate / Vitamin D Pill
1005710|1005706|SBD|Calcium Citrate 1190 MG / Vitamin D 200 UNT Oral Tablet [Citracal Regular + D]|Oral Tablet|Calcium Citrate 1190 MG / Vitamin D 200 UNT Oral Tablet|CITRACAL REGULAR + D|CITRACAL REGULAR + D (Oral Pill)|Oral Pill|Tab|1,190-200 var units||||1170930|SBDG|Citracal Regular + D Pill
1005711||SCD|Meprobamate 200 MG / Pentaerythritol Tetranitrate 10 MG Oral Tablet|Oral Tablet|Meprobamate 200 MG / Pentaerythritol Tetranitrate 10 MG Oral Tablet||Meprobamate/Pentaerythritol (Oral Pill)|Oral Pill|Tab|200-10 mg||||1160409|SCDG|Meprobamate / pentaerythritol Pill
1005714||SCD|Pentaerythritol Tetranitrate 20 MG / Phenobarbital 15 MG Oral Tablet|Oral Tablet|Pentaerythritol Tetranitrate 20 MG / Phenobarbital 15 MG Oral Tablet||Pentaerythritol/Phenobarbital (Oral Pill)|Oral Pill|Tab|20-15 mg||||1161388|SCDG|pentaerythritol / Phenobarbital Pill
1005715||SCD|Pentaerythritol Tetranitrate 80 MG / Phenobarbital 45 MG Extended Release Tablet|Extended Release Tablet|Pentaerythritol Tetranitrate 80 MG / Phenobarbital 45 MG Extended Release Tablet||Pentaerythritol/Phenobarbital XR (Oral Pill)|Oral Pill|XR Tab|80-45 mg||||1161388|SCDG|pentaerythritol / Phenobarbital Pill
1005716||SCD|Pentaerythritol Tetranitrate 80 MG Oral Tablet|Oral Tablet|Pentaerythritol Tetranitrate 80 MG Oral Tablet||Pentaerythritol (Oral Pill)|Oral Pill|Tab|80 mg||||1161392|SCDG|pentaerythritol Pill
1005750||SCD|Calcium Carbonate 1500 MG / Cholecalciferol 200 UNT / soy protein isolate 25 MG Oral Tablet|Oral Tablet|Calcium Carbonate 1500 MG / Cholecalciferol 200 UNT / soy protein isolate 25 MG Oral Tablet||Calcium Carbonate/Cholecalciferol/Soy protein isolate (Oral Pill)|Oral Pill|Tab|1,500-200-25 var units||||1153027|SCDG|Calcium Carbonate / Cholecalciferol / soy protein isolate Pill
1005767|999613|SBD|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Liquid Soap [Avar]|Medicated Liquid Soap|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Liquid Soap|AVAR|AVAR (Soap)|Soap|Medicated Liquid Soap|10-5%||||1297071|SBDG|Avar Soap Product
1005771|999613|SBD|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Liquid Soap [Clenia]|Medicated Liquid Soap|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Liquid Soap|CLENIA|CLENIA (Soap)|Soap|Medicated Liquid Soap|10-5%||||1296058|SBDG|Clenia Soap Product
1005789|999613|SBD|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Liquid Soap [Plexion]|Medicated Liquid Soap|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Liquid Soap|PLEXION|PLEXION (Soap)|Soap|Medicated Liquid Soap|10-5%||||1295771|SBDG|Plexion Soap Product
1005819||SCD|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Pad|Medicated Pad|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Pad||Sulfacetamide/Sulfur (Topical)|Topical|Medicated Pad|10-5%||||1162333|SCDG|Sulfacetamide / Sulfur Topical Product
1005820|1005819|SBD|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Pad [Plexion]|Medicated Pad|Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Pad|PLEXION|PLEXION (Topical)|Topical|Medicated Pad|10-5%||||1181807|SBDG|Plexion Topical Product
